GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS706167970	2019-02-03 12:09:06.0	21095	species	Jerdon's Bushlark	Mirafra affinis			15				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					HMT	L8472030	P	10.0500902	76.3410938	2019-01-30	17:10:00	obsr958750	S52333156	Traveling	P22	EBIRD	60	0.3		1	1		1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS701019791	2019-01-22 06:23:22.0	21095	species	Jerdon's Bushlark	Mirafra affinis			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kalamassery--HMT Estate Area	L2678116	H	10.0517898	76.33937	2019-01-20	07:13:00	obsr638917	S51894819	Traveling	P22	EBIRD	145	2.6		4	1	G3783244	1	0	0			Clearly seen	
URN:CornellLabOfOrnithology:EBIRD:OBS701368112	2019-01-22 06:23:22.0	21095	species	Jerdon's Bushlark	Mirafra affinis			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kalamassery--HMT Estate Area	L2678116	H	10.0517898	76.33937	2019-01-20	07:13:00	obsr509242	S51923583	Traveling	P22	EBIRD	145	2.6		4	1	G3783244	1	0	0			Clearly seen	
URN:CornellLabOfOrnithology:EBIRD:OBS701019728	2019-02-03 01:29:24.0	21095	species	Jerdon's Bushlark	Mirafra affinis			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kalamassery--HMT Estate Area	L2678116	H	10.0517898	76.33937	2019-01-20	07:13:00	obsr809396	S51894818	Traveling	P22	EBIRD	145	2.6		4	1	G3783244	1	0	0			Clearly seen	
URN:CornellLabOfOrnithology:EBIRD:OBS702570842	2019-01-27 02:55:08.0	26091	species	Jungle Babbler	Turdoides striata			60				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad WLS--Salim Ali Trail	L6442070	H	10.1323737	76.687333	2019-01-17	07:30:00	obsr348755	S52022299	Traveling	P22	EBIRD_CAN	180	3		2	1		0	0	0		with VJ Zacharias	Undoubtedly the commonest bird in this part of Thattekad - I don't know why this gets queried	
URN:CornellLabOfOrnithology:EBIRD:OBS693958209	2019-01-05 07:23:37.0	10955	species	Lesser Yellownape	Picus chlorolophus			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Iringole Temple Road, Rayamangalam, Kerala, IN (10.11, 76.501)	L8371036	P	10.1101228	76.5006459	2019-01-05	17:33:00	obsr448981	S51327615	Traveling	P22	EBIRD_IND	19	0.04		1	1		0	0	0			Call & photo	
URN:CornellLabOfOrnithology:EBIRD:OBS703200935	2019-01-26 18:57:17.0	6905	species	Little Cormorant	Microcarbo niger			29				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad bird sanctuary	L8501434	P	10.129656	76.688993	2019-01-26	20:56:00	obsr1140018	S52074103	Traveling	P22	EBIRD	255	6		1	1		0	0	0			Flying in a group 	
URN:CornellLabOfOrnithology:EBIRD:OBS697746707	2019-01-16 09:44:56.0	6356	species	Little Tern	Sternula albifrons			14				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr575633	S51623870	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0			Individually counted	
URN:CornellLabOfOrnithology:EBIRD:OBS698196795	2019-01-16 09:44:56.0	6356	species	Little Tern	Sternula albifrons			14				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr544111	S51660736	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0			Individually counted	
URN:CornellLabOfOrnithology:EBIRD:OBS698094296	2019-01-16 09:44:56.0	6356	species	Little Tern	Sternula albifrons			14				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr668448	S51653198	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0			Individually counted	
URN:CornellLabOfOrnithology:EBIRD:OBS697697367	2019-01-16 09:44:56.0	6356	species	Little Tern	Sternula albifrons			14				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr464023	S51619939	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0			Individually counted	
URN:CornellLabOfOrnithology:EBIRD:OBS706897970	2019-02-05 05:59:41.0	6356	species	Little Tern	Sternula albifrons			14				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr1196810	S52398477	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0			Individually counted	
URN:CornellLabOfOrnithology:EBIRD:OBS697697430	2019-01-16 09:44:56.0	6356	species	Little Tern	Sternula albifrons			14				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr1001549	S51619940	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0			Individually counted	
URN:CornellLabOfOrnithology:EBIRD:OBS697833003	2019-01-16 09:44:56.0	6356	species	Little Tern	Sternula albifrons			14				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr556980	S51631231	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0			Individually counted	
URN:CornellLabOfOrnithology:EBIRD:OBS699340789	2019-01-17 08:23:58.0	6356	species	Little Tern	Sternula albifrons			14				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr778170	S51757532	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0			Individually counted	
URN:CornellLabOfOrnithology:EBIRD:OBS698211162	2019-01-16 09:44:56.0	6356	species	Little Tern	Sternula albifrons			14				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr1010040	S51661661	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0			Individually counted	
URN:CornellLabOfOrnithology:EBIRD:OBS697698270	2019-01-17 13:40:27.0	5822	species	Long-toed Stint	Calidris subminuta			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Aluva--Karumalloor	L3086071	H	10.1319195	76.2873137	2019-01-06	08:49:00	obsr1001549	S51619987	Traveling	P22	EBIRD_IND	30	0.17		3	1	G3755484	1	0	0			Photo will attach	
URN:CornellLabOfOrnithology:EBIRD:OBS694507285	2019-01-17 13:40:27.0	5822	species	Long-toed Stint	Calidris subminuta			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Aluva--Karumalloor	L3086071	H	10.1319195	76.2873137	2019-01-06	08:49:00	obsr464023	S51371342	Traveling	P22	EBIRD_IND	30	0.17		3	1	G3755484	1	0	0			Photo attached	
URN:CornellLabOfOrnithology:EBIRD:OBS701369870	2019-02-10 10:11:57.0	26706	species	Oriental Magpie-Robin	Copsychus saularis			10				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad WLS--Salim Ali Trail	L6442070	H	10.1323737	76.687333	2019-01-19	10:42:00	obsr946757	S51923716	Traveling	P22	EBIRD	420	9.656		4	0		0	0	0			Present in large number	
URN:CornellLabOfOrnithology:EBIRD:OBS699040746	2019-01-18 06:37:45.0	9140	species	Malabar Pied-Hornbill	Anthracoceros coronatus			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad--Salim Ali Bird Sanctuary	L6363033	H	10.1312119	76.6871157	2019-01-13	07:00:00	obsr782440	S51732629	Traveling	P22	EBIRD	780	15		5	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS693958221	2019-01-05 07:23:37.0	27131	species	Malabar Whistling-Thrush	Myophonus horsfieldii			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Iringole Temple Road, Rayamangalam, Kerala, IN (10.11, 76.501)	L8371036	P	10.1101228	76.5006459	2019-01-05	17:33:00	obsr448981	S51327615	Traveling	P22	EBIRD_IND	19	0.04		1	1		0	0	0			Photo & call	
URN:CornellLabOfOrnithology:EBIRD:OBS701666008	2019-01-29 22:44:04.0	1847	species	Nilgiri Wood-Pigeon	Columba elphinstonii			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					eldhose lodge	L8473482	P	10.1162247	76.673879	2019-01-18	07:00:00	obsr681470	S51949092	Traveling	P22	EBIRD	60	1		6	1	G3812410	1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS704570844	2019-01-29 22:44:04.0	1847	species	Nilgiri Wood-Pigeon	Columba elphinstonii			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					eldhose lodge	L8473482	P	10.1162247	76.673879	2019-01-18	07:00:00	obsr1202646	S52193108	Traveling	P22	EBIRD	60	1		6	1	G3812410	1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS697264538	2019-01-12 22:04:58.0	427	species	Northern Shoveler	Spatula clypeata			32				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.86137	76.27773	2019-01-12	16:42:00	obsr809396	S51585813	Traveling	P22	EBIRD	92	0.95		2	1	G3751138	0	0	0			Counted	
URN:CornellLabOfOrnithology:EBIRD:OBS697264497	2019-01-12 22:04:58.0	427	species	Northern Shoveler	Spatula clypeata			32				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.86137	76.27773	2019-01-12	16:42:00	obsr527144	S51585812	Traveling	P22	EBIRD	92	0.95		2	1	G3751138	0	0	0			Counted	
URN:CornellLabOfOrnithology:EBIRD:OBS697275096	2019-01-12 12:26:07.0	427	species	Northern Shoveler	Spatula clypeata			32				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.86137	76.27773	2019-01-12	16:42:00	obsr638917	S51586738	Traveling	P22	EBIRD	92	0.95		2	1	G3751138	0	0	0			Counted	
URN:CornellLabOfOrnithology:EBIRD:OBS704620780	2019-01-30 11:44:08.0	34207	species	Scaly-breasted Munia	Lonchura punctulata			55				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Unnamed Road, Kochi, Kerala, IN (10.052, 76.339)	L8524660	P	10.0516131	76.338866	2019-01-30	17:21:00	obsr848504	S52196628	Stationary	P21	EBIRD	15			1	1		0	0	0			Lot of	
URN:CornellLabOfOrnithology:EBIRD:OBS704962390	2019-01-31 08:11:09.0	34207	species	Scaly-breasted Munia	Lonchura punctulata			61				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Vaduthala - JM Spot 10.018x76.281	L5128308	P	10.0178122	76.2813048	2019-01-31	18:24:00	obsr556980	S52225094	Traveling	P22	EBIRD_IND	15	1.35		1	1		0	0	0		Warm and humid 	Roosting area 	
URN:CornellLabOfOrnithology:EBIRD:OBS703200923	2019-01-26 18:57:17.0	2400	species	Orange-breasted Pigeon	Treron bicinctus			7				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad bird sanctuary	L8501434	P	10.129656	76.688993	2019-01-26	20:56:00	obsr1140018	S52074103	Traveling	P22	EBIRD	255	6		1	1		0	0	0			Both Male and female observed . Photo available 	
URN:CornellLabOfOrnithology:EBIRD:OBS701369801	2019-02-10 10:11:57.0	27845	species	Orange-headed Thrush	Geokichla citrina			5				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad WLS--Salim Ali Trail	L6442070	H	10.1323737	76.687333	2019-01-19	10:42:00	obsr946757	S51923716	Traveling	P22	EBIRD	420	9.656		4	0		0	0	0			Observed 	
URN:CornellLabOfOrnithology:EBIRD:OBS704835570	2019-02-05 13:29:50.0	27845	species	Orange-headed Thrush	Geokichla citrina			5				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad--Salim Ali Bird Sanctuary	L6363033	H	10.1312119	76.6871157	2019-01-30	16:00:00	obsr229232	S52215718	Traveling	P22	EBIRD	225	8.047		2	1		0	0	0		with Sudheesh Sujathan of www.KalypsoAdventures.com	4 different individuals coming to feeding station.  One seen elsewhere.	
URN:CornellLabOfOrnithology:EBIRD:OBS702582708	2019-01-25 12:20:24.0	27845	species	Orange-headed Thrush	Geokichla citrina			4				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad WLS--Salim Ali Trail	L6442070	H	10.1323737	76.687333	2019-01-09	14:45:00	obsr536687	S52023249	Traveling	P22	EBIRD	300	4		5	1		0	0	0		5hour birding with help.of guide for baza	Photos 	
URN:CornellLabOfOrnithology:EBIRD:OBS696471596	2019-01-10 01:07:13.0	1941	species	Oriental Turtle-Dove	Streptopelia orientalis			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kerala, IN (10.103, 76.701)	L8400571	P	10.1029361	76.7011983	2019-01-06	15:30:00	obsr973438	S51515173	Traveling	P22	EBIRD_IND	220	6		5	1	G3744548	0	0	0			Found eating something from the ground	
URN:CornellLabOfOrnithology:EBIRD:OBS696472090	2019-01-10 01:07:13.0	1941	species	Oriental Turtle-Dove	Streptopelia orientalis			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kerala, IN (10.103, 76.701)	L8400571	P	10.1029361	76.7011983	2019-01-06	15:30:00	obsr1104011	S51515208	Traveling	P22	EBIRD_IND	220	6		5	1	G3744548	0	0	0			Found eating something from the ground	
URN:CornellLabOfOrnithology:EBIRD:OBS702570856	2019-01-27 02:55:08.0	25317	species	Oriental White-eye	Zosterops palpebrosus			5				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad WLS--Salim Ali Trail	L6442070	H	10.1323737	76.687333	2019-01-17	07:30:00	obsr348755	S52022299	Traveling	P22	EBIRD_CAN	180	3		2	1		0	0	0		with VJ Zacharias		
URN:CornellLabOfOrnithology:EBIRD:OBS697670709	2019-01-13 00:41:38.0	7294	species	Osprey	Pandion haliaetus			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	11:09:00	obsr1007359	S51618188	Stationary	P21	EBIRD_IND	1			1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS697697954	2019-01-13 04:49:44.0	5910	species	Pin-tailed Snipe	Gallinago stenura			6				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Aluva--Veliyathunadu	L4996926	H	10.1386577	76.3258597	2019-01-06	07:03:00	obsr1001549	S51619972	Traveling	P22	EBIRD_IND	86	1.16		3	1	G3755482	1	0	0			Individually counted	
URN:CornellLabOfOrnithology:EBIRD:OBS694509746	2019-01-17 12:31:00.0	5910	species	Pin-tailed Snipe	Gallinago stenura			6				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Aluva--Veliyathunadu	L4996926	H	10.1386577	76.3258597	2019-01-06	07:03:00	obsr464023	S51371466	Traveling	P22	EBIRD_IND	86	1.16		3	1	G3755482	1	0	0		with Surya and her husbend	Individually counted	
URN:CornellLabOfOrnithology:EBIRD:OBS701369874	2019-02-10 10:11:57.0	2406	species	Gray-fronted Green-Pigeon	Treron affinis			30				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad WLS--Salim Ali Trail	L6442070	H	10.1323737	76.687333	2019-01-19	10:42:00	obsr946757	S51923716	Traveling	P22	EBIRD	420	9.656		4	0		0	0	0			Present in large number	
URN:CornellLabOfOrnithology:EBIRD:OBS696148480	2019-01-09 00:21:57.0	11361	species	Red-necked Falcon	Falco chicquera			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Padamugal--DLF New Town Heights	L8253269	H	10.010242	76.3478082	2019-01-09	10:00:00	obsr1197849	S51488054	Stationary	P21	EBIRD	15			1	1		1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS697725071	2019-02-02 08:17:31.0	364	species	Ruddy Shelduck	Tadorna ferruginea			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakudy--Valiya Kadamakkudy	L6340121	H	10.0577691	76.2510824	2019-01-10	16:30:00	obsr1197849	S51621818	Stationary	P21	EBIRD	60			1	1		1	0	0			The Ruddy Shelduck is a migratory bird that breeds in Europe and Central Asia and winters in the Indian Subcontinent. They prefer marshland and lake habitats.	
URN:CornellLabOfOrnithology:EBIRD:OBS693615000	2019-01-13 01:44:18.0	8384	species	Spot-bellied Eagle-Owl	Bubo nipalensis			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					(10.0976,76.7169)	L8365724	P	10.097632	76.716917	2019-01-04	15:41:00	obsr1159040	S51300078	Traveling	P22	EBIRD	381	8		3	1	G3721034	0	0	0			Seen well in spotlight.	
URN:CornellLabOfOrnithology:EBIRD:OBS693584902	2019-01-13 01:42:08.0	8384	species	Spot-bellied Eagle-Owl	Bubo nipalensis			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekad--Soma Birds Lagoon	L3648178	H	10.0976736	76.7158967	2019-01-04	15:41:00	obsr188371	S51297507	Traveling	P22	EBIRD	381	8		3	1	G3721034	0	0	0			Seen well in spotlight.	
URN:CornellLabOfOrnithology:EBIRD:OBS703389519	2019-01-27 08:44:18.0	5352	species	Slaty-legged Crake	Rallina eurizonoides			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Rajmalai National Park, Ernakulam IN-Kerala (10.1445,76.7255)	L8504073	P	10.144486	76.72552	2019-01-27	16:56:00	obsr1140018	S52088406	Traveling	P22	EBIRD	90	2.5		13	1		0	0	0			Come to drink water . Photo available 	
URN:CornellLabOfOrnithology:EBIRD:OBS697264528	2019-01-12 22:04:58.0	6988	species	Spot-billed Pelican	Pelecanus philippensis			18				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.86137	76.27773	2019-01-12	16:42:00	obsr527144	S51585812	Traveling	P22	EBIRD	92	0.95		2	1	G3751138	1	0	0			Clearly counted and photographed	
URN:CornellLabOfOrnithology:EBIRD:OBS700913752	2019-01-20 23:34:43.0	6988	species	Spot-billed Pelican	Pelecanus philippensis			8				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Unnamed Road, Kochi, Kerala, IN (9.859, 76.279)	L8467221	P	9.8587657	76.2785962	2019-01-21	09:43:00	obsr1212568	S51886315	Stationary	P21	EBIRD	200			2	1		0	0	0		All are observed in Kandakadavu within 3kilometeres from early morning on 21january 2019.	Local pepople informed that this their bleeding season	
URN:CornellLabOfOrnithology:EBIRD:OBS697275127	2019-01-12 12:26:07.0	6988	species	Spot-billed Pelican	Pelecanus philippensis			18				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.86137	76.27773	2019-01-12	16:42:00	obsr638917	S51586738	Traveling	P22	EBIRD	92	0.95		2	1	G3751138	1	0	0			Clearly counted and photographed	
URN:CornellLabOfOrnithology:EBIRD:OBS697264569	2019-01-12 22:04:58.0	6988	species	Spot-billed Pelican	Pelecanus philippensis			18				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.86137	76.27773	2019-01-12	16:42:00	obsr809396	S51585813	Traveling	P22	EBIRD	92	0.95		2	1	G3751138	1	0	0			Clearly counted and photographed	
URN:CornellLabOfOrnithology:EBIRD:OBS707625344	2019-02-07 09:19:16.0	23303	species	Square-tailed Bulbul	Hypsipetes ganeesa			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad--Salim Ali Bird Sanctuary	L6363033	H	10.1312119	76.6871157	2019-01-04	06:30:00	obsr636334	S52460211	Traveling	P22	EBIRD_IND	660	10		5	1	G3835576	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS695915498	2019-02-07 09:19:16.0	23303	species	Square-tailed Bulbul	Hypsipetes ganeesa			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad--Salim Ali Bird Sanctuary	L6363033	H	10.1312119	76.6871157	2019-01-04	06:30:00	obsr680862	S51469504	Traveling	P22	EBIRD_IND	660	10		5	1	G3835576	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS693614979	2019-01-13 01:44:18.0	8094	species	Sri Lanka Bay-Owl	Phodilus assimilis			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					(10.0976,76.7169)	L8365724	P	10.097632	76.716917	2019-01-04	15:41:00	obsr1159040	S51300078	Traveling	P22	EBIRD	381	8		3	1	G3721034	0	0	0			Located by call then seen momentarily in spotlight before it flew. Large, light buffy colored owl.	
URN:CornellLabOfOrnithology:EBIRD:OBS702109118	2019-02-11 03:51:07.0	8094	species	Sri Lanka Bay-Owl	Phodilus assimilis			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekad	L8478813	P	10.1029459	76.7013173	2019-01-21	06:45:00	obsr652032	S51957668	Traveling	P22	EBIRD	420	15		3	1		1	0	0			Migratory bird found at Thattekad Salim ali bird santuary	
URN:CornellLabOfOrnithology:EBIRD:OBS693584881	2019-01-13 01:42:08.0	8094	species	Sri Lanka Bay-Owl	Phodilus assimilis			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekad--Soma Birds Lagoon	L3648178	H	10.0976736	76.7158967	2019-01-04	15:41:00	obsr188371	S51297507	Traveling	P22	EBIRD	381	8		3	1	G3721034	0	0	0			Located by call then seen momentarily in spotlight before it flew. Large, light buffy colored owl.	
URN:CornellLabOfOrnithology:EBIRD:OBS695357114	2019-01-10 06:18:11.0	29526	species	Tawny Pipit	Anthus campestris			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kalamassery--HMT Estate Area	L2678116	H	10.0517898	76.33937	2019-01-06	06:50:00	obsr668448	S51431714	Traveling	P22	EBIRD	120	2		1	1		1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS704594664	2019-02-05 13:29:24.0	28668	species	Thick-billed Flowerpecker	Dicaeum agile			1	ON	C4		India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad--Salim Ali Bird Sanctuary	L6363033	H	10.1312119	76.6871157	2019-01-30	06:45:00	obsr229232	S52194734	Traveling	P22	EBIRD	255	16.093		2	1		0	0	0		with Sudheesh Sujathan of www.KalypsoAdventures.com	Streaked breast and throat, thick bill, attending nest.	
URN:CornellLabOfOrnithology:EBIRD:OBS707625293	2019-02-07 09:19:16.0	23898	species	Thick-billed Warbler	Arundinax aedon			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad--Salim Ali Bird Sanctuary	L6363033	H	10.1312119	76.6871157	2019-01-04	06:30:00	obsr636334	S52460211	Traveling	P22	EBIRD_IND	660	10		5	1	G3835576	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS699669909	2019-01-18 06:37:45.0	23898	species	Thick-billed Warbler	Arundinax aedon			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad--Salim Ali Bird Sanctuary	L6363033	H	10.1312119	76.6871157	2019-01-13	07:00:00	obsr782440	S51732629	Traveling	P22	EBIRD	780	15		5	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS695915450	2019-02-07 09:19:16.0	23898	species	Thick-billed Warbler	Arundinax aedon			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad--Salim Ali Bird Sanctuary	L6363033	H	10.1312119	76.6871157	2019-01-04	06:30:00	obsr680862	S51469504	Traveling	P22	EBIRD_IND	660	10		5	1	G3835576	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS701369843	2019-02-10 10:11:57.0	26892	species	Verditer Flycatcher	Eumyias thalassinus			4				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad WLS--Salim Ali Trail	L6442070	H	10.1323737	76.687333	2019-01-19	10:42:00	obsr946757	S51923716	Traveling	P22	EBIRD	420	9.656		4	0		0	0	0			Observed	
URN:CornellLabOfOrnithology:EBIRD:OBS698196798	2019-01-16 09:44:56.0	32034	spuh	warbler sp. (Parulidae sp.)	Parulidae sp.			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr544111	S51660736	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS698167881	2019-01-16 09:44:56.0	32034	spuh	warbler sp. (Parulidae sp.)	Parulidae sp.			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr464023	S51619939	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS698976453	2019-01-16 09:44:56.0	32034	spuh	warbler sp. (Parulidae sp.)	Parulidae sp.			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr668448	S51653198	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS699340792	2019-01-17 08:23:58.0	32034	spuh	warbler sp. (Parulidae sp.)	Parulidae sp.			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr778170	S51757532	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS698211165	2019-01-16 09:44:56.0	32034	spuh	warbler sp. (Parulidae sp.)	Parulidae sp.			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadamakkudy	L5004724	H	10.064858	76.252261	2019-01-13	07:25:00	obsr1010040	S51661661	Traveling	P22	EBIRD_IND	216	4.55		15	1	G3755479	1	0	0				
