	GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	Unnamed: 46
358	URN:CornellLabOfOrnithology:EBIRD:OBS692566862	2019-01-08 06:20:16.0	25317	species	Oriental White-eye	Zosterops palpebrosus			20				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Idukki WLS--Ulupuni	L4855952	H	9.740933300000002	76.9269304	2019-01-02	11:34:00	obsr645356	S51205264	Traveling	P22	EBIRD	273.0	6.5		3	1	G3712234	0	0	0				
359	URN:CornellLabOfOrnithology:EBIRD:OBS692670417	2019-01-08 06:20:16.0	25317	species	Oriental White-eye	Zosterops palpebrosus			20				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Idukki WLS--Ulupuni	L4855952	H	9.740933300000002	76.9269304	2019-01-02	11:34:00	obsr452388	S51214645	Traveling	P22	EBIRD	273.0	6.5		3	1	G3712234	0	0	0				
360	URN:CornellLabOfOrnithology:EBIRD:OBS703940046	2019-01-28 11:14:48.0	25317	species	Oriental White-eye	Zosterops palpebrosus			14				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr731344	S52133180	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	0	0	0				
361	URN:CornellLabOfOrnithology:EBIRD:OBS703356354	2019-01-28 11:14:48.0	25317	species	Oriental White-eye	Zosterops palpebrosus			14				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr541737	S52085650	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	0	0	0				
362	URN:CornellLabOfOrnithology:EBIRD:OBS702816260	2019-01-28 11:14:48.0	25317	species	Oriental White-eye	Zosterops palpebrosus			14				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr452388	S52042976	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	0	0	0				
363	URN:CornellLabOfOrnithology:EBIRD:OBS706515150	2019-02-04 05:47:53.0	25317	species	Oriental White-eye	Zosterops palpebrosus			14				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr1233756	S52363799	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	0	0	0				
365	URN:CornellLabOfOrnithology:EBIRD:OBS706515109	2019-02-04 05:47:46.0	27399	species	Pied Bushchat	Saxicola caprata			14				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr1233756	S52363797	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	0	0	0				
366	URN:CornellLabOfOrnithology:EBIRD:OBS707193359	2019-02-06 00:01:57.0	27399	species	Pied Bushchat	Saxicola caprata			14				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr541737	S52424847	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	0	0	0				
367	URN:CornellLabOfOrnithology:EBIRD:OBS702953231	2019-01-26 10:56:08.0	27399	species	Pied Bushchat	Saxicola caprata			14				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr731344	S52053855	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	0	0	0				
368	URN:CornellLabOfOrnithology:EBIRD:OBS702808323	2019-01-25 21:41:10.0	27399	species	Pied Bushchat	Saxicola caprata			14				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr906960	S52042446	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	0	0	0				
369	URN:CornellLabOfOrnithology:EBIRD:OBS702651335	2019-01-31 13:30:23.0	27399	species	Pied Bushchat	Saxicola caprata			14				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr452388	S52028497	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	0	0	0				
370	URN:CornellLabOfOrnithology:EBIRD:OBS704627496	2019-01-31 07:18:36.0	9638	species	Pied Kingfisher	Ceryle rudis			9				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Periyar Lake	L5388694	P	9.5274001	77.17616559999999	2019-01-10	08:30:00	obsr508201	S52197190	Traveling	P22	EBIRD	250.0	24.0		4	1	G3815182	0	0	0			Nothing much to add. Seems unusual as we usually record not more than 6 birds. But this unusual high count was also made in June 2018	
371	URN:CornellLabOfOrnithology:EBIRD:OBS704953937	2019-01-31 07:18:36.0	9638	species	Pied Kingfisher	Ceryle rudis			9				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Periyar Lake	L5388694	P	9.5274001	77.17616559999999	2019-01-10	08:30:00	obsr1196810	S52224256	Traveling	P22	EBIRD	250.0	24.0		4	1	G3815182	0	0	0			Nothing much to add. Seems unusual as we usually record not more than 6 birds. But this unusual high count was also made in June 2018	
373	URN:CornellLabOfOrnithology:EBIRD:OBS698529863	2019-01-14 20:45:03.0	3245	species	Gray-bellied Cuckoo	Cacomantis passerinus			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kerala, IN (9.524, 77.107)	L8410185	P	9.524283800000001	77.1068138	2019-01-11	16:45:00	obsr472810	S51689036	Traveling	P22	EBIRD	120.0	1.609		20	1	G3762801	1	0	0			Will upload photo. Saw the cuckoo under a lantana bush feeding on moth larvae.	
374	URN:CornellLabOfOrnithology:EBIRD:OBS697088037	2019-01-14 20:45:02.0	3245	species	Gray-bellied Cuckoo	Cacomantis passerinus			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kerala, IN (9.524, 77.107)	L8410185	P	9.524283800000001	77.1068138	2019-01-11	16:45:00	obsr739413	S51570938	Traveling	P22	EBIRD	120.0	1.609		20	1	G3762801	1	0	0			Will upload photo. Saw the cuckoo under a lantana bush feeding on moth larvae.	
375	URN:CornellLabOfOrnithology:EBIRD:OBS692571755	2019-01-08 06:20:16.0	1191	species	Rain Quail	Coturnix coromandelica			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Rajmalai National Park, Idukki IN-Kerala (10.2515,77.1915)	L8348586	P	10.251463000000001	77.191456	2019-01-02	17:50:00	obsr575633	S51205692	Stationary	P21	EBIRD	15.0			4	1	G3723597	0	0	0			Sub adult.Observed by all the four	
376	URN:CornellLabOfOrnithology:EBIRD:OBS696232646	2019-01-09 11:40:17.0	1191	species	Rain Quail	Coturnix coromandelica			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Rajmalai National Park, Idukki IN-Kerala (10.2515,77.1915)	L8348586	P	10.251463000000001	77.191456	2019-01-02	17:50:00	obsr785224	S51494830	Stationary	P21	EBIRD	15.0			4	1	G3723597	0	0	0		Observers : Mukundan Kizhakkemadham, Mohan CP, Manoj Kanakambaran and Polly Kalamassery.	Sub adult.Observed by all the four	
377	URN:CornellLabOfOrnithology:EBIRD:OBS693941517	2019-01-08 06:20:16.0	1191	species	Rain Quail	Coturnix coromandelica			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Rajmalai National Park, Idukki IN-Kerala (10.2515,77.1915)	L8348586	P	10.251463000000001	77.191456	2019-01-02	17:50:00	obsr668639	S51326361	Stationary	P21	EBIRD	15.0			4	1	G3723597	0	0	0		Observers : Mukundan Kizhakkemadham, Mohan CP, Manoj Kanakambaran and Polly Kalamassery.	Sub adult.Observed by all the four	
378	URN:CornellLabOfOrnithology:EBIRD:OBS698942793	2019-01-15 22:46:59.0	27252	species	Red-breasted Flycatcher	Ficedula parva			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar-Kumily Hwy -- Devikulam [59,32,1]	L6227130	H	10.0664272	77.0983536	2019-01-06	07:00:00	obsr1107016	S51724453	Traveling	P22	EBIRD	120.0	1.609		2	1		1	0	0				
379	URN:CornellLabOfOrnithology:EBIRD:OBS692670418	2019-01-08 06:20:16.0	1135	species	Red Spurfowl	Galloperdix spadicea			4				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Idukki WLS--Ulupuni	L4855952	H	9.740933300000002	76.9269304	2019-01-02	11:34:00	obsr452388	S51214645	Traveling	P22	EBIRD	273.0	6.5		3	1	G3712234	0	0	0			Yes	
380	URN:CornellLabOfOrnithology:EBIRD:OBS692566863	2019-01-08 06:20:16.0	1135	species	Red Spurfowl	Galloperdix spadicea			4				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Idukki WLS--Ulupuni	L4855952	H	9.740933300000002	76.9269304	2019-01-02	11:34:00	obsr645356	S51205264	Traveling	P22	EBIRD	273.0	6.5		3	1	G3712234	0	0	0			Yes	
381	URN:CornellLabOfOrnithology:EBIRD:OBS696233369	2019-01-09 11:42:13.0	1135	species	Red Spurfowl	Galloperdix spadicea			4				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Marayoor kovilkadavu road	L8365747	P	10.2488552	77.1528954	2019-01-02	14:00:00	obsr785224	S51494903	Stationary	P21	EBIRD	20.0			4	1	G3734977	0	0	0		Observers : Mukundan Kizhakkemadham, Mohan CP, Manoj Kanakambaran and Polly Kalamassery.	They were foraging under the thick canopy of wild growth.	
382	URN:CornellLabOfOrnithology:EBIRD:OBS693593231	2019-01-08 06:20:16.0	1135	species	Red Spurfowl	Galloperdix spadicea			4				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Marayoor kovilkadavu road	L8365747	P	10.2488552	77.1528954	2019-01-02	14:00:00	obsr668639	S51298241	Stationary	P21	EBIRD	20.0			4	1	G3734977	0	0	0		Observers : Mukundan Kizhakkemadham, Mohan CP, Manoj Kanakambaran and Polly Kalamassery.	They were foraging under the thick canopy of wild growth.	
383	URN:CornellLabOfOrnithology:EBIRD:OBS695235268	2019-01-08 06:20:16.0	1135	species	Red Spurfowl	Galloperdix spadicea			4				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Marayoor kovilkadavu road	L8365747	P	10.2488552	77.1528954	2019-01-02	14:00:00	obsr575633	S51421515	Stationary	P21	EBIRD	20.0			4	1	G3734977	0	0	0		Observers : Mukundan Kizhakkemadham, Mohan CP, Manoj Kanakambaran and Polly Kalamassery.	They were foraging under the thick canopy of wild growth.	
386	URN:CornellLabOfOrnithology:EBIRD:OBS703931493	2019-01-28 10:48:18.0	8384	species	Spot-bellied Eagle-Owl	Bubo nipalensis			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Border of Salim Ali BS --Kuttampuzha	L2777439	H	10.145142300000002	76.72800059999999	2019-01-25	19:00:00	obsr1001276	S52132371	Traveling	P22	EBIRD_IND	150.0	3.0		7	1		1	0	0				
387	URN:CornellLabOfOrnithology:EBIRD:OBS699046458	2019-01-17 08:08:59.0	27664	species	Nilgiri Thrush	Zoothera neilgherriensis			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar--General Area	L4199673	H	10.0894383	77.0609969	2019-01-14	07:00:00	obsr782440	S51732878	Traveling	P22	EBIRD	600.0	15.0		5	1		0	0	0				
388	URN:CornellLabOfOrnithology:EBIRD:OBS699071172	2019-01-19 09:32:17.0	27664	species	Nilgiri Thrush	Zoothera neilgherriensis			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Pampadum Shola NP	L2393839	H	10.1476769	77.2595072	2019-01-15	07:00:00	obsr543220	S51735087	Traveling	P22	EBIRD_IND	190.0	2.0		2	1		0	0	0			Observed clearly moving on the forest floor of the shola forest hopping and searching in the leaf litter for food, identified this endemic scaly thrush by virtue of its unique plumage and shape and size of the beak	
389	URN:CornellLabOfOrnithology:EBIRD:OBS697461717	2019-01-12 16:07:26.0	27664	species	Nilgiri Thrush	Zoothera neilgherriensis			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar--Eravikulam NP	L7094552	H	10.143093400000001	77.04790770000001	2019-01-11	08:15:00	obsr596603	S51601899	Traveling	P22	EBIRD	260.0	2.414		4	1		0	0	0			A single invidivual was spotted	
390	URN:CornellLabOfOrnithology:EBIRD:OBS699351779	2019-01-17 09:08:48.0	27664	species	Nilgiri Thrush	Zoothera neilgherriensis			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar--Eravikulam NP	L7094552	H	10.143093400000001	77.04790770000001	2019-01-12	07:30:00	obsr1213457	S51758883	Traveling	P22	EBIRD	300.0	35.0		2	1		0	0	0			Found near the national park	
391	URN:CornellLabOfOrnithology:EBIRD:OBS708681282	2019-02-10 09:17:05.0	7448	species	Short-toed Snake-Eagle	Circaetus gallicus			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					43,31,1 PTR-Manakavala CS	L8518058	P	9.566666699999999	77.1833333	2019-01-27	09:45:00	obsr458832	S52158559	Traveling	P22	EBIRD	15.0	0.3		4	1	G3809619	1	0	0		No water body, no fruiting fig, no weeds--[BFO- Praveen, Protection Watchers - Binoy, Ramesh]		
392	URN:CornellLabOfOrnithology:EBIRD:OBS703947246	2019-01-28 11:30:50.0	5352	species	Slaty-legged Crake	Rallina eurizonoides			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Urulanthanni along road	L5053293	H	10.131	76.7048	2019-01-26	16:30:00	obsr1001276	S52133847	Stationary	P21	EBIRD_IND	135.0			2	1		1	0	0				
393	URN:CornellLabOfOrnithology:EBIRD:OBS705035020	2019-01-31 12:24:53.0	4053	spuh	small swift sp.	Apodidae sp. (small swift sp.)			20				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Puttady Temple area	L8530110	P	9.695605699999998	77.1678783	2019-01-31	10:50:00	obsr452388	S52232943	Traveling	P22	EBIRD	25.0	1.2		2	1		0	0	0				
394	URN:CornellLabOfOrnithology:EBIRD:OBS701766366	2019-01-31 23:36:53.0	5922	spuh	snipe sp.	Gallinago sp.			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					60,30,2	L8478045	P	10.095581	77.04860500000001	2019-01-19	08:57:00	obsr548151	S51956901	Traveling	P22	EBIRD_IND	15.0	0.213		3	1	G3789253	0	0	0		Flowing WB, Lantana	Image	
395	URN:CornellLabOfOrnithology:EBIRD:OBS701766351	2019-01-31 23:36:53.0	5922	spuh	snipe sp.	Gallinago sp.			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					60,30,2	L8478045	P	10.095581	77.04860500000001	2019-01-19	08:57:00	obsr456995	S51956900	Traveling	P22	EBIRD_IND	15.0	0.213		3	1	G3789253	0	0	0		Flowing WB, Lantana	Image 	
396	URN:CornellLabOfOrnithology:EBIRD:OBS701766381	2019-01-31 23:36:53.0	5922	spuh	snipe sp.	Gallinago sp.			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					60,30,2	L8478045	P	10.095581	77.04860500000001	2019-01-19	08:57:00	obsr458832	S51956902	Traveling	P22	EBIRD_IND	15.0	0.213		3	1	G3789253	0	0	0		Flowing WB, Lantana	Image	
397	URN:CornellLabOfOrnithology:EBIRD:OBS706020686	2019-02-03 02:02:37.0	5922	spuh	snipe sp.	Gallinago sp.			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					60,30,2	L8478045	P	10.095581	77.04860500000001	2019-01-19	08:57:00	obsr938426	S52322050	Traveling	P22	EBIRD_IND	15.0	0.213		3	1	G3789253	0	0	0		Flowing WB, Lantana	Image 	
398	URN:CornellLabOfOrnithology:EBIRD:OBS701765750	2019-01-31 23:43:27.0	5922	spuh	snipe sp.	Gallinago sp.			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					61,32,1	L8478724	P	10.133064	77.103611	2019-01-19	14:51:00	obsr458832	S51956835	Traveling	P22	EBIRD_IND	15.0	0.21		3	1	G3789235	0	0	0		Flowing WB 	Flight	
399	URN:CornellLabOfOrnithology:EBIRD:OBS701765728	2019-01-31 23:43:27.0	5922	spuh	snipe sp.	Gallinago sp.			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					61,32,1	L8478724	P	10.133064	77.103611	2019-01-19	14:51:00	obsr456995	S51956833	Traveling	P22	EBIRD_IND	15.0	0.21		3	1	G3789235	0	0	0		Flowing WB 	Flight	
401	URN:CornellLabOfOrnithology:EBIRD:OBS701366213	2019-01-22 03:21:35.0	23902	species	Sykes's Warbler	Iduna rama			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Near Mattupptti Dam -Subcell no.60.33.4	L8467140	P	10.1060301	77.12886359999999	2019-01-19	11:02:00	obsr962839	S51923454	Stationary	P21	EBIRD_IND	15.0			3	1	G3779316	0	0	0		Standing Water -yes--Flowing Water -yes--Fruiting Fig -no--Lantana camara -no--Eichhornia crassipes (Water Hyacinth) -no--Salivinia molesta -no--Mikania micrantha -no	Image available	
402	URN:CornellLabOfOrnithology:EBIRD:OBS701364979	2019-01-22 03:09:04.0	23902	species	Sykes's Warbler	Iduna rama			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Near Mattupptti Dam -Subcell no.60.33.4	L8467140	P	10.1060301	77.12886359999999	2019-01-19	11:02:00	obsr460881	S51923322	Stationary	P21	EBIRD_IND	15.0			3	1	G3779316	0	0	0		Standing Water -yes--Flowing Water -yes--Fruiting Fig -no--Lantana camara -no--Eichhornia crassipes (Water Hyacinth) -no--Salivinia molesta -no--Mikania micrantha -no	Image available	
403	URN:CornellLabOfOrnithology:EBIRD:OBS700530390	2019-01-21 00:31:51.0	23902	species	Sykes's Warbler	Iduna rama			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Near Mattupptti Dam -Subcell no.60.33.4	L8467140	P	10.1060301	77.12886359999999	2019-01-19	11:02:00	obsr444880	S51855496	Stationary	P21	EBIRD_IND	15.0			3	1	G3779316	0	0	0		Standing Water -yes--Flowing Water -yes--Fruiting Fig -no--Lantana camara -no--Eichhornia crassipes (Water Hyacinth) -no--Salivinia molesta -no--Mikania micrantha -no	Image available	
404	URN:CornellLabOfOrnithology:EBIRD:OBS703868057	2019-02-05 02:07:45.0	28668	species	Thick-billed Flowerpecker	Dicaeum agile			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Sabarimala Traditional Path, Mlappara, Kerala, IN (9.44, 77.016)	L8503036	P	9.4403692	77.01631970000001	2019-01-25	08:15:00	obsr1181061	S52126885	Traveling	P22	EBIRD_IND	15.0	0.24100000000000002		2	1	G3806457	0	0	0		Puthussery subcell 1 day 1	Saw and heard calls	
405	URN:CornellLabOfOrnithology:EBIRD:OBS703328244	2019-02-05 06:52:15.0	28668	species	Thick-billed Flowerpecker	Dicaeum agile			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Sabarimala Traditional Path, Mlappara, Kerala, IN (9.44, 77.016)	L8503036	P	9.4403692	77.01631970000001	2019-01-25	08:15:00	obsr637791	S52083790	Traveling	P22	EBIRD_IND	15.0	0.24100000000000002		2	1	G3806457	0	0	0		Puthussery subcell 1 day 1	Saw the bird in binos clearly- distinct reddish eyes, dark legs and bill and greenish body.	
406	URN:CornellLabOfOrnithology:EBIRD:OBS700242736	2019-01-20 02:48:18.0	28668	species	Thick-billed Flowerpecker	Dicaeum agile			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Thattekad Bird Sanctuary--Urulanthanni	L2726505	H	10.1273569	76.7545867	2019-01-09	07:03:00	obsr596603	S51609254	Traveling	P22	EBIRD	310.0	3.219		4	1		1	0	0			One single individual was spotted	
407	URN:CornellLabOfOrnithology:EBIRD:OBS705334684	2019-02-01 11:01:53.0	29570	species	Tree Pipit	Anthus trivialis			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chenduvarai Road, Kundala -Subcell no -61.35.8	L8461553	P	10.150357199999998	77.1982059	2019-01-19	14:11:00	obsr444880	S51858607	Traveling	P22	EBIRD_IND	15.0	0.34		3	1	G3782031	1	0	0		Standing Water -yes--Flowing Water -yes--Fruiting Fig -no--Lantana camara -no--Eichhornia crassipes (Water Hyacinth) -no--Salivinia molesta -no--Mikania micrantha -no		
408	URN:CornellLabOfOrnithology:EBIRD:OBS702614002	2019-02-05 13:20:19.0	22195	species	Velvet-fronted Nuthatch	Sitta frontalis			3				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kanthalloor Panchayat Office area	L8491546	P	10.2153764	77.1941236	2019-01-24	09:28:00	obsr452388	S52025622	Traveling	P22	EBIRD	170.0	4.5		5	1	G3794970	0	0	0				
409	URN:CornellLabOfOrnithology:EBIRD:OBS702808203	2019-02-05 13:20:19.0	22195	species	Velvet-fronted Nuthatch	Sitta frontalis			3				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kanthalloor Panchayat Office area	L8491546	P	10.2153764	77.1941236	2019-01-24	09:28:00	obsr906960	S52042441	Traveling	P22	EBIRD	170.0	4.5		5	1	G3794970	0	0	0				
410	URN:CornellLabOfOrnithology:EBIRD:OBS702646028	2019-02-05 13:20:19.0	22195	species	Velvet-fronted Nuthatch	Sitta frontalis			3				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kanthalloor Panchayat Office area	L8491546	P	10.2153764	77.1941236	2019-01-24	09:28:00	obsr541737	S52028032	Traveling	P22	EBIRD	170.0	4.5		5	1	G3794970	0	0	0				
411	URN:CornellLabOfOrnithology:EBIRD:OBS706515130	2019-02-04 05:47:46.0	22195	species	Velvet-fronted Nuthatch	Sitta frontalis			5				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr1233756	S52363797	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	1	0	0				
412	URN:CornellLabOfOrnithology:EBIRD:OBS702953429	2019-02-05 13:20:19.0	22195	species	Velvet-fronted Nuthatch	Sitta frontalis			3				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kanthalloor Panchayat Office area	L8491546	P	10.2153764	77.1941236	2019-01-24	09:28:00	obsr731344	S52053870	Traveling	P22	EBIRD	170.0	4.5		5	1	G3794970	0	0	0				
413	URN:CornellLabOfOrnithology:EBIRD:OBS702808344	2019-01-25 21:41:10.0	22195	species	Velvet-fronted Nuthatch	Sitta frontalis			5				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr906960	S52042446	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	1	0	0				
414	URN:CornellLabOfOrnithology:EBIRD:OBS702651356	2019-01-31 13:30:23.0	22195	species	Velvet-fronted Nuthatch	Sitta frontalis			5				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr452388	S52028497	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	1	0	0				
415	URN:CornellLabOfOrnithology:EBIRD:OBS707193380	2019-02-06 00:01:57.0	22195	species	Velvet-fronted Nuthatch	Sitta frontalis			5				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr541737	S52424847	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	1	0	0				
416	URN:CornellLabOfOrnithology:EBIRD:OBS702953252	2019-01-26 10:56:08.0	22195	species	Velvet-fronted Nuthatch	Sitta frontalis			5				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr731344	S52053855	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	1	0	0				
417	URN:CornellLabOfOrnithology:EBIRD:OBS706515065	2019-02-05 13:20:19.0	22195	species	Velvet-fronted Nuthatch	Sitta frontalis			3				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kanthalloor Panchayat Office area	L8491546	P	10.2153764	77.1941236	2019-01-24	09:28:00	obsr1233756	S52363795	Traveling	P22	EBIRD	170.0	4.5		5	1	G3794970	0	0	0				
418	URN:CornellLabOfOrnithology:EBIRD:OBS703501013	2019-01-27 12:51:14.0	19464	species	White-bellied Drongo	Dicrurus caerulescens			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar - Udumalpet Road, Kerala, IN (10.248, 77.15)	L8505961	P	10.2478187	77.1496802	2019-01-27	08:56:00	obsr792887	S52097875	Stationary	P21	EBIRD	1.0			4	1		0	0	0			Clear view perched over road. White belly clearly visible and distinctive from other drongos	
419	URN:CornellLabOfOrnithology:EBIRD:OBS703857821	2019-02-05 01:12:21.0	19464	species	White-bellied Drongo	Dicrurus caerulescens			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Damsite Camp	L8505783	P	9.532734800000002	77.14814190000001	2019-01-25	16:09:00	obsr1181061	S52126162	Traveling	P22	EBIRD	15.0	0.5		3	1	G3806299	0	0	0		Sunny and warm - scrub vegetation and trees	Smaller than Ashy, forked tail,  seated on mullu murukke	
420	URN:CornellLabOfOrnithology:EBIRD:OBS702808082	2019-01-28 10:58:54.0	19464	species	White-bellied Drongo	Dicrurus caerulescens			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar--Thoovanam View point	L4795061	H	10.2927204	77.17769440000001	2019-01-24	14:15:00	obsr906960	S52042431	Traveling	P22	EBIRD	75.0	3.0		5	1	G3795135	1	0	0				
421	URN:CornellLabOfOrnithology:EBIRD:OBS702953246	2019-01-26 10:56:08.0	19464	species	White-bellied Drongo	Dicrurus caerulescens			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr731344	S52053855	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	1	0	0				
422	URN:CornellLabOfOrnithology:EBIRD:OBS703378883	2019-01-28 10:58:54.0	19464	species	White-bellied Drongo	Dicrurus caerulescens			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar--Thoovanam View point	L4795061	H	10.2927204	77.17769440000001	2019-01-24	14:15:00	obsr1233756	S52087506	Traveling	P22	EBIRD	75.0	3.0		5	1	G3795135	1	0	0				
